"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"91","121.66411601877145","83.12434695571571","4.914641031916575","-0.30850221183732857","0.05720000000000003","0.09060000000000001","0.0238","1300","0.010711769550869173","0","0.010711769550869173","0.010711769550869173","91_79:0.036096557869636725","91_79:660","true"
"92","78.91849851908117","120.26748410152777","4.91209831011135","-0.308588011384664","0.008499999999999952","0.008","0.009000000000000008","1300","0.0002317185442123776","0","0.0002317185442123776","0.0002317185442123776","92_102:0.005396085160854408","92_102:660","true"
"93","308.4417020242155","105.97517597431757","4.964128684832499","-0.3073815906362206","0.02729999999999999","0.029","0.025599999999999956","1300","0.0003053279033339133","0","0.0003053279033339133","0.0003053279033339133","93_106:0.011889609728835876;93_87:0.012735459455876175","93_106:660;93_87:740","true"
"94","124.25928472609391","143.7544109155685","4.975880949420979","-0.3076458715160733","0.02059999999999995","0.0218","0.019399999999999973","1300","0.0006491170817149315","0","0.0006491170817149315","0.0006491170817149315","94_95:0.007767385745569788;94_90:0.00927710964483025","94_95:660;94_90:660","true"
"95","236.1283751168329","144.57244683706287","4.8388880176376885","-0.3098764431196092","0.011600000000000055","0.015199999999999991","0.008","1300","0.00014109920148422825","0","0.00014109920148422825","0.00014109920148422825","95_96:0.0064077700954531525","95_96:660","true"
"96","314.124730792837","85.8738413783759","4.747911397990863","-0.3109191907797597","0.14029999999999998","0.05179999999999996","0.2288","1300","0.0001923717935598315","0","0.0001923717935598315","0.0001923717935598315","","","true"
"97","165.7190482623137","115.07277607753905","4.816155515549707","-0.3095561501235201","0.008900000000000019","0.010000000000000009","0.0078","1300","0.0002398354489829512","0","0.0002398354489829512","0.0002398354489829512","97_96:0.005919003040430637;97_98:0.010376283971150424","97_96:660;97_98:660","true"
"98","88.91238917752885","71.78220504457302","4.942901833015315","-0.308363471215884","0.017299999999999982","0.021399999999999975","0.0132","1300","0.000811922531132011","0","0.000811922531132011","0.000811922531132011","98_91:0.08512337352189653","98_91:660","true"
"99","92.1104611366897","102.36075915570281","5.060106822614226","-0.30553728570536653","0.010800000000000032","0.0108","0.010800000000000032","1300","0.000524536712567752","0","0.000524536712567752","0.000524536712567752","99_98:0.01247968245455841","99_98:660","true"
"100","150.28714102995804","158.56748988953424","4.905355572343165","-0.3084392241160231","0.016199999999999992","0.0166","0.015800000000000036","1300","0.00017990667767526472","0","0.00017990667767526472","0.00017990667767526472","100_110:0.00941583057460893;100_99:0.040364667274600724","100_110:660;100_99:660","true"
"101","163.2181790675459","213.24503787169078","5.0653597605989376","-0.3063331480679172","0.02069999999999994","0.009199999999999986","0.0322","1300","0.0002703349531651694","0","0.0002703349531651694","0.0002703349531651694","101_100:0.012014435347742713;101_102:0.007482417020122506","101_100:660;101_102:660","true"
"102","180.33605931001617","193.64178686558694","4.809844386479354","-0.30996470519230634","0.04580000000000006","0.04620000000000002","0.0454","1300","0.00020579176186979092","0","0.00020579176186979092","0.00020579176186979092","102_103:0.008946941797269042","102_103:660","true"
"103","56.50517528442248","54.066633063652354","4.933467696589987","-0.30764620230723944","0.007500000000000062","0.010600000000000054","0.0044","1300","0.0003959219621147767","0","0.0003959219621147767","0.0003959219621147767","","","true"
"104","205.78189888815075","190.91588296118653","4.765569957701215","-0.31046094866074025","0.016599999999999948","0.02059999999999995","0.0126","1300","0.00020556533481365347","0","0.00020556533481365347","0.00020556533481365347","104_103:0.011090347480072565","104_103:660","true"
"105","116.15059980572326","57.26598293711413","4.982215131728165","-0.30759736332542964","0.005900000000000016","0.007800000000000029","0.004","1300","0.00038634336120221715","0","0.00038634336120221715","0.00038634336120221715","105_104:0.006694416175549001;105_106:0.009291351308966939","105_104:660;105_106:660","true"
"106","70.76669556644583","82.40133047085965","4.878213049570025","-0.309312950580174","0.047800000000000065","0.0712","0.024399999999999977","1300","0.00035094308969202886","0","0.00035094308969202886","0.00035094308969202886","","","true"
"107","157.36375579670522","47.87229436908566","4.916024497767335","-0.3080022405881546","0.02090000000000003","0.026000000000000023","0.0158","1300","0.0003362573780265187","0","0.0003362573780265187","0.0003362573780265187","107_106:0.01156775797886278","107_106:660","true"
"108","186.9152279081596","209.9013748375993","5.056238427998427","-0.3060067460745893","0.022299999999999986","0.02400000000000002","0.0206","1300","0.00016731883900214937","0","0.00016731883900214937","0.00016731883900214937","108_112:0.007018229571650408;108_107:0.00781397366292047","108_112:660;108_107:660","true"
